assembly_id	label	taxid	uniq_SCG_hits	perc_comp	perc_redund	domain	phylum	class	order	family	genus	specific_name
GCF_000186385.1	GCF_000186385.1_Bacteria_Deinococcus-Thermus_Deinococci_Deinococcus_maricopensis_DSM_21211	709986	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis
GCF_000187005.1	GCF_000187005.1_Bacteria_Deinococcus-Thermus_Deinococci_Thermus_scotoductus_SA-01	743525	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus scotoductus
GCF_000189295.2	GCF_000189295.2_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_desulfuricans_ND132	641491	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
GCF_000189415.1	GCF_000189415.1_Bacteria_Bacteroidetes_Flavobacteriia_Weeksella_virosa_DSM_16922	865938	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella	Weeksella virosa
GCF_000189535.1	GCF_000189535.1_Bacteria_Actinobacteria_NA_Pseudarthrobacter_phenanthrenivorans_Sphe3	930171	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
GCF_000189775.2	GCF_000189775.2_Bacteria_Firmicutes_Clostridia_Thermoanaerobacterium_xylanolyticum_LX-11	858215	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium xylanolyticum
GCF_000190315.1	GCF_000190315.1_Archaea_Crenarchaeota_Thermoprotei_Vulcanisaeta_moutnovskia_768-28	985053	13	86.67	0.00	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia
GCF_000190435.1	GCF_000190435.1_Bacteria_Spirochaetes_Spirochaetia_Sphaerochaeta_globosa_Buddy	158189	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa
GCF_000190535.1	GCF_000190535.1_Bacteria_Bacteroidetes_Bacteroidia_Odoribacter_splanchnicus_DSM_220712	709991	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
GCF_000190555.1	GCF_000190555.1_Bacteria_Deinococcus-Thermus_Deinococci_Deinococcus_proteolyticus_MRP	693977	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus proteolyticus
GCF_000190575.1	GCF_000190575.1_Bacteria_Bacteroidetes_Bacteroidia_Bacteroides_salanitronis_DSM_18170	667015	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salanitronis
GCF_000190595.1	GCF_000190595.1_Bacteria_Bacteroidetes_Flavobacteriia_Cellulophaga_lytica_DSM_7489	867900	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
GCF_000190635.1	GCF_000190635.1_Bacteria_Firmicutes_Clostridia_Syntrophobotulus_glycolicus_DSM_8271	645991	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus	Syntrophobotulus glycolicus
GCF_000190735.1	GCF_000190735.1_Bacteria_Bacteroidetes_Sphingobacteriia_Pseudopedobacter_saltans_DSM_12145	762903	14	93.33	0.00	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans
GCF_000191045.1	GCF_000191045.1_Bacteria_Aquificae_NA_Desulfurobacterium_thermolithotrophum_DSM_11699	868864	14	93.33	0.00	Bacteria	Aquificae	NA	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum
GCF_000191545.1	GCF_000191545.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_amylovorus_30SC	1604	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
GCF_000191585.1	GCF_000191585.1_Archaea_Euryarchaeota_Methanobacteria_Methanobacterium_lacus_AL-21	877455	14	93.33	0.00	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus
GCF_000192745.1	GCF_000192745.1_Bacteria_Proteobacteria_Alphaproteobacteria_Polymorphum_gilvum_SL003B-26A1	991905	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Polymorphum	Polymorphum gilvum
GCF_000192865.1	GCF_000192865.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinomonas_mediterranea_MMB-1	717774	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas mediterranea
GCF_000193395.1	GCF_000193395.1_Bacteria_Bacteroidetes_Bacteroidia_Prevotella_denticola_F0289	767031	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola
GCF_000194135.1	GCF_000194135.1_Bacteria_Proteobacteria_Deltaproteobacteria_Hippea_maritima_DSM_10411	760142	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea maritima
GCF_000194605.1	GCF_000194605.1_Bacteria_Bacteroidetes_Flavobacteriia_Fluviicola_taffensis_DSM_16823	755732	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis
GCF_000194625.1	GCF_000194625.1_Archaea_Euryarchaeota_Archaeoglobi_Archaeoglobus_veneficus_SNP6	693661	14	93.33	0.00	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus veneficus
GCF_000195275.1	GCF_000195275.1_Bacteria_Spirochaetes_Spirochaetia_Treponema_succinifaciens_DSM_2489	869209	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens
GCF_000195295.1	GCF_000195295.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacca_acetoxidans_DSM_11109	880072	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans
GCF_000195315.1	GCF_000195315.1_Bacteria_Actinobacteria_Coriobacteriia_Coriobacterium_glomerans_PW2	700015	14	93.33	0.00	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium	Coriobacterium glomerans
GCF_000195335.1	GCF_000195335.1_Bacteria_Deinococcus-Thermus_Deinococci_Marinithermus_hydrothermalis_DSM_14884	869210	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis
GCF_000195775.1	GCF_000195775.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodopseudomonas_palustris_CGA009	258594	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_000195875.1	GCF_000195875.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_pulmonis_UAB_CTIP	272635	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pulmonis
GCF_000195915.1	GCF_000195915.1_Archaea_Euryarchaeota_Thermoplasmata_Thermoplasma_acidophilum_DSM_1728	273075	13	86.67	0.00	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum
GCF_000196015.1	GCF_000196015.1_Bacteria_Proteobacteria_Betaproteobacteria_Cupriavidus_metallidurans_CH34	266264	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus metallidurans
GCF_000196135.1	GCF_000196135.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Wolinella_succinogenes_DSMZ_1740	273121	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
GCF_000196175.1	GCF_000196175.1_Bacteria_Proteobacteria_Oligoflexia_Bdellovibrio_bacteriovorus_HD100	264462	13	86.67	0.00	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
GCF_000196255.1	GCF_000196255.1_Bacteria_Proteobacteria_Gammaproteobacteria_Photobacterium_profundum_SS9	298386	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum
GCF_000196275.1	GCF_000196275.1_Bacteria_Deinococcus-Thermus_Deinococci_Deinococcus_geothermalis_DSM_11300	319795	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis
GCF_000196295.1	GCF_000196295.1_Bacteria_Proteobacteria_Betaproteobacteria_Neisseria_lactamica_020-06	489653	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica
GCF_000196315.1	GCF_000196315.1_Bacteria_Bacteroidetes_Flavobacteriia_Croceibacter_atlanticus_HTCC2559	216432	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter atlanticus
GCF_000196355.1	GCF_000196355.1_Bacteria_Proteobacteria_Betaproteobacteria_Nitrosospira_multiformis_ATCC_25196	323848	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis
GCF_000196395.1	GCF_000196395.1_Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonas_salmonicida_A449	382245	13	86.67	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida
GCF_000196455.1	GCF_000196455.1_Bacteria_Firmicutes_Clostridia_Acetoanaerobium_sticklandii_DSM_519	1511	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium	Acetoanaerobium sticklandii
GCF_000196495.1	GCF_000196495.1_Bacteria_Proteobacteria_Gammaproteobacteria_Aliivibrio_salmonicida_LFI1238	316275	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio salmonicida
GCF_000196515.1	GCF_000196515.1_Bacteria_Cyanobacteria_NA_Trichormus_azollae_0708	551115	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus azollae
GCF_000196535.1	GCF_000196535.1_Bacteria_Actinobacteria_NA_Mobiluncus_curtisii_ATCC_43063	548479	14	93.33	0.00	Bacteria	Actinobacteria	NA	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
GCF_000196615.1	GCF_000196615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Erwinia_billingiae_Eb661	634500	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia billingiae
GCF_000196655.1	GCF_000196655.1_Archaea_Euryarchaeota_Methanomicrobia_Methanohalobium_evestigatum_Z-7303	644295	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum
GCF_000196675.1	GCF_000196675.1_Bacteria_Actinobacteria_NA_Pseudonocardia_dioxanivorans_CB1190	675635	14	93.33	13.33	Bacteria	Actinobacteria	NA	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans
GCF_000196695.1	GCF_000196695.1_Bacteria_Actinobacteria_NA_Rhodococcus_hoagii_103S	685727	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii
GCF_000196735.1	GCF_000196735.1_Bacteria_Firmicutes_Bacilli_Bacillus_amyloliquefaciens_DSM_7	692420	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
GCF_000196855.1	GCF_000196855.1_Bacteria_Firmicutes_Bacilli_Leuconostoc_gelidum_type_strain:_LMG_18811	762550	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc gelidum
GCF_000196895.1	GCF_000196895.1_Archaea_Euryarchaeota_Halobacteria_Halalkalicoccus_jeotgali_B3	795797	14	93.33	6.67	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali
GCF_000197735.1	GCF_000197735.1_Bacteria_Actinobacteria_NA_Glutamicibacter_arilaitensis_Re117	861360	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis
GCF_000198775.1	GCF_000198775.1_Bacteria_Proteobacteria_Betaproteobacteria_Paraburkholderia_rhizoxinica_HKI_454	882378	13	86.67	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia rhizoxinica
GCF_000199675.1	GCF_000199675.1_Bacteria_Chloroflexi_Anaerolineae_Anaerolinea_thermophila_UNI-1	926569	14	93.33	0.00	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
GCF_000200595.1	GCF_000200595.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Helicobacter_felis_ATCC_49179	936155	14	93.33	0.00	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter felis
GCF_000202635.1	GCF_000202635.1_Bacteria_Actinobacteria_NA_Microbacterium_testaceum_StLB037	979556	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium testaceum
GCF_000202835.1	GCF_000202835.1_Bacteria_Proteobacteria_Alphaproteobacteria_Acidiphilium_multivorum_AIU301	926570	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium multivorum
GCF_000203895.1	GCF_000203895.1_Bacteria_Proteobacteria_Alphaproteobacteria_Paracoccus_denitrificans_PD1222	318586	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
GCF_000204135.1	GCF_000204135.1_Bacteria_Chlamydiae_Chlamydiia_Chlamydia_pecorum_E58	331635	14	93.33	0.00	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
GCF_000204155.1	GCF_000204155.1_Bacteria_Actinobacteria_NA_Verrucosispora_maris_AB-18-032	263358	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micromonosporales	Micromonosporaceae	Verrucosispora	Verrucosispora maris
GCF_000204255.1	GCF_000204255.1_Bacteria_Chlamydiae_Chlamydiia_Chlamydia_psittaci_6BC	331636	14	93.33	0.00	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
GCF_000204415.1	GCF_000204415.1_Archaea_Euryarchaeota_Methanomicrobia_Methanothrix_soehngenii_GP6	990316	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	Methanothrix soehngenii
GCF_000204565.1	GCF_000204565.1_Bacteria_Firmicutes_Clostridia_Clostridium_botulinum_BKT015925	929506	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
GCF_000204645.1	GCF_000204645.1_Bacteria_Proteobacteria_Betaproteobacteria_Alicycliphilus_denitrificans_K601	596154	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans
GCF_000204925.1	GCF_000204925.1_Archaea_Crenarchaeota_Thermoprotei_Metallosphaera_cuprina_Ar-4	1006006	13	86.67	0.00	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina
GCF_000208385.1	GCF_000208385.1_Bacteria_Spirochaetes_Spirochaetia_Sphaerochaeta_coccoides_DSM_17374	760011	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides
GCF_000208405.1	GCF_000208405.1_Bacteria_Firmicutes_Negativicutes_Selenomonas_sputigena_ATCC_35185	546271	14	93.33	0.00	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
GCF_000209675.1	GCF_000209675.1_Bacteria_Proteobacteria_Gammaproteobacteria_Gallibacterium_anatis_UMN179	1005058	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis
GCF_000210915.2	GCF_000210915.2_Bacteria_Proteobacteria_Oligoflexia_Halobacteriovorax_marinus_SJ	862908	14	93.33	0.00	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus
GCF_000212375.1	GCF_000212375.1_Bacteria_Bacteroidetes_Bacteroidia_Porphyromonas_asaccharolytica_DSM_20707	879243	14	93.33	0.00	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica
GCF_000212395.1	GCF_000212395.1_Bacteria_Firmicutes_Clostridia_Thermodesulfobium_narugense_DSM_14796	747365	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
GCF_000212415.1	GCF_000212415.1_Bacteria_Spirochaetes_Spirochaetia_Treponema_brennaborense_DSM_12168	906968	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense
GCF_000212675.2	GCF_000212675.2_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_africanus_Walvis_Bay	690850	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio africanus
GCF_000212695.1	GCF_000212695.1_Bacteria_Actinobacteria_NA_Cellulomonas_fimi_ATCC_484	590998	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas fimi
GCF_000212735.1	GCF_000212735.1_Bacteria_Bacteroidetes_Saprospiria_Haliscomenobacter_hydrossis_DSM_1100	760192	14	93.33	0.00	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis
GCF_000213215.1	GCF_000213215.1_Archaea_Crenarchaeota_Thermoprotei_Acidianus_hospitalis_W1	933801	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis
GCF_000213255.1	GCF_000213255.1_Bacteria_Firmicutes_Clostridia_Mahella_australiensis_50-1_BON	697281	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis
GCF_000213805.1	GCF_000213805.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonas_fulva_12-X	743720	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fulva
GCF_000213825.1	GCF_000213825.1_Bacteria_Firmicutes_Bacilli_Streptococcus_parauberis_KCTC_11537	936154	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis
GCF_000214095.2	GCF_000214095.2_Bacteria_Proteobacteria_Acidithiobacillia_Acidithiobacillus_ferrivorans_SS3	743299	14	93.33	0.00	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans
GCF_000214155.1	GCF_000214155.1_Bacteria_Actinobacteria_NA_Mycolicibacter_sinensis_JDM601	875328	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter sinensis
GCF_000214175.1	GCF_000214175.1_Bacteria_Actinobacteria_NA_Hoyosella_subflava_DQS3-9A1	443218	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Hoyosella	Hoyosella subflava
GCF_000214215.1	GCF_000214215.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinomonas_posidonica_IVIA-Po-181	491952	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas posidonica
GCF_000214355.1	GCF_000214355.1_Bacteria_Spirochaetes_Spirochaetia_Treponema_azotonutricium_ZAS-9	545695	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium
GCF_000214375.1	GCF_000214375.1_Bacteria_Spirochaetes_Spirochaetia_Treponema_primitia_ZAS-2	545694	13	86.67	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia
GCF_000214415.1	GCF_000214415.1_Archaea_Euryarchaeota_Methanococci_Methanotorris_igneus_Kol_5	880724	14	93.33	0.00	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus
GCF_000214435.1	GCF_000214435.1_Bacteria_Firmicutes_Clostridia_Desulfotomaculum_nigrificans_CO-1-SRB	868595	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum nigrificans
GCF_000214665.1	GCF_000214665.1_Bacteria_Proteobacteria_Gammaproteobacteria_Methylomonas_methanica_MC09	857087	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica
GCF_000214725.1	GCF_000214725.1_Archaea_Euryarchaeota_Methanobacteria_Methanobacterium_paludis_SWAN1	868131	14	93.33	0.00	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
GCF_000214785.1	GCF_000214785.1_Bacteria_Firmicutes_Bacilli_Lactobacillus_kefiranofaciens_ZW3	1033837	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kefiranofaciens
GCF_000214825.1	GCF_000214825.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thiomicrospira_cyclica_ALM1	717773	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira cyclica
GCF_000215085.1	GCF_000215085.1_Bacteria_Firmicutes_Clostridia_Desulfotomaculum_ruminis_DSM_2154	696281	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis
GCF_000215105.1	GCF_000215105.1_Bacteria_Actinobacteria_NA_Isoptericola_variabilis_225	743718	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis
GCF_000215705.1	GCF_000215705.1_Bacteria_Proteobacteria_Betaproteobacteria_Ramlibacter_tataouinensis_TTB310	365046	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis
GCF_000215975.1	GCF_000215975.1_Bacteria_Thermodesulfobacteria_NA_Thermodesulfobacterium_geofontis_OPF15	795359	14	93.33	0.00	Bacteria	Thermodesulfobacteria	NA	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis
GCF_000215995.1	GCF_000215995.1_Archaea_Euryarchaeota_Thermococci_Pyrococcus_yayanosii_CH1	529709	14	93.33	0.00	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus yayanosii
